航次ID,船舶ID,进泊时间,离泊时间,船长,船宽,载重吨,船舶类型代码A,船舶类型代码B,泊位位置,装载量
1867,219018501,1701594463,1701742950,399,60,213971,B,A,122.0464197431265 29.8909733510863,534
1868,525100545,1686961263,1687046887,97,16,3844,A,B,121.89906923112821 29.93256276320894,3003.42
1869,477250700,1692007503,1692119782,143,23,12599,B,A,122.06350371165705 29.891022988210633,3000
1870,374123000,1684243593,1684369835,299,50,207219,E,D,122.07685838333425 29.893054494052702,92280
1871,413472910,1698126459,1698216140,119,19,5562,A,B,121.8960833011353 29.93290032975045,5005
1872,636017104,1692565436,1692610135,300,48,115343,B,A,122.05636332082932 29.890401487700096,94.6
1873,432809000,1689566348,1690327737,182,32,45955,D,C,121.80463577215305 29.962969225989433,40000
1874,477266900,1693674870,1693750525,334,43,108691,B,A,122.00991809253446 29.771098138093954,2741
1875,538009826,1686703889,1686968626,227,37,59320,A,C,121.97377818306916 29.945100713933336,48261.38
1876,305482000,1687523607,1687567338,212,30,34270,B,A,121.93228463787132 29.940084640162464,269
1877,440554000,1691398508,1691449924,68,12,1168,C,B,121.74664956036302 29.981807064148477,994.97
1878,414469000,1678519152,1678775449,333,60,320775,D,C,121.97053870035003 29.948500300623,297137.65
1879,249169000,1700567461,1700631359,300,48,109927,B,A,122.01299469099648 29.772993330553064,1608
1880,355443000,1700625818,1700696396,316,46,90414,B,A,122.00491060230848 29.76673611935694,1220
1881,636022175,1698327010,1698369433,172,27,22750,B,A,121.83825180579714 29.945235140108068,1930
1882,440213000,1699496686,1699684498,92,14,3613,C,B,121.97812002297549 29.939168019254215,3003
1883,477237200,1703652687,1703998386,183,32,45999,C,B,121.75109782011569 29.9804931127261,39629.57
1884,477866200,1683563433,1683678754,269,35,58430,B,A,122.06350371165705 29.891022988210633,2040
1885,477269400,1687857582,1687963070,366,48,146591,B,A,122.01299469099648 29.772993330553064,23444.2
1886,413472910,1685694053,1685757259,119,19,5562,A,B,121.8960833011353 29.93290032975045,5005
1887,352978269,1693045846,1693268736,175,30,36234,C,B,121.77782813498385 29.974398546735802,14992.55
1888,538005016,1698195177,1698307522,134,23,14968,D,C,122.11536286626986 29.9081121196694,13765
1889,414713000,1696998148,1697062450,255,37,67040,B,A,122.00749578533595 29.76871274276176,19917
1890,416065000,1672798621,1672883798,149,24,19999,C,B,121.8960833011353 29.93290032975045,7999.69
1891,215657000,1701330907,1701416793,347,44,131938,B,A,122.02107120092448 29.778912029292396,6685.4
1892,636018565,1690188548,1690529474,228,36,54406,A,B,121.9808752760512 29.936644381754785,47084
1893,636020121,1701503974,1701649749,228,36,54223,A,C,121.9808752760512 29.936644381754785,21850
1894,440168000,1686885346,1686959867,56,10,1238,C,C,121.97812002297549 29.939168019254215,980.32
1895,538009668,1697082416,1697249997,106,17,5595,C,B,121.97812002297549 29.939168019254215,5000
1896,413472910,1674703966,1674880265,119,19,5562,A,B,121.89868694105951 29.931472410600644,5005
1897,636018486,1675252113,1675385241,292,45,180651,E,D,121.88299170323923 29.936601974988143,79003
1898,477638300,1685178017,1685260302,254,43,115483,E,D,121.88299170323923 29.936601974988143,45000
1899,636014699,1687965428,1687998155,189,30,30340,B,A,121.92547188203457 29.936120717921202,675.3
1900,352111000,1690844459, None,334,48,130573,B,A,122.01299469099648 29.772993330553064,469.4
1901,413472910,1700809070,1700881542,119,19,5562,A,B,121.8960833011353 29.93290032975045,5005
1902,403736001,1703473810,1703646900,330,60,299999,D,C,121.8177632951752 29.95400256789684,137694.29
1903,636015471,1700632939,1700787992,330,60,297258,D,C,121.99610422984635 29.92340472293356,130309.31
1904,563117600,1691643083,1691724309,230,37,55065,A,C,121.97377818306916 29.945100713933336,8000
1905,563049100,1679876122,1679962401,172,27,21980,B,A,121.86442501839048 29.938071272210003,4334.6
1906,219031427,1684989048,1685124728,347,42,110387,B,A,122.06000013409714 29.890552673105862,605
1907,219324000,1700478602,1700567642,347,43,110387,B,A,122.03704830124349 29.893930377836373,2154
1908,241325000,1681287170,1681600371,333,60,320105,D,C,121.81345119675835 29.956549406214588,260958.11
1909,477220200,1677384275,1677502262,366,48,144043,B,A,122.01299469099648 29.772993330553064,3000
1910,305482000,1675028336,1675058292,212,30,34270,B,A,121.92547188203457 29.936120717921202,1088
1911,219019094,1692158169,1692355233,399,60,213971,B,A,122.05636332082932 29.890401487700096,18791
1912,563091100,1676072465,1676190741,186,36,37621,B,A,121.83825180579714 29.945235140108068,972
1913,477185500,1681895352,1682059523,185,32,45484,D,C,121.80463577215305 29.962969225989433,39831.88
1914,219028419,1673927948,1674089529,182,32,46184,C,C,121.81345119675835 29.956549406214588,39500
1915,567304000,1684647448,1684723023,195,32,31300,B,A,121.83825180579714 29.945235140108068,1100
1916,352001704,1681966812,1682208510,230,36,59479,A,B,121.9808752760512 29.936644381754785,46134.21
1917,440228000,1701224544,1701481395,117,20,11260,C,B,121.89581318351006 29.93222177093501,10203.78
1918,636019894,1703749442,1703919978,210,33,37435,B,A,121.84116957510483 29.944137794036124,12
1919,354434000,1695375606,1696729612,89,15,3968,C,B,121.75102788409284 29.976417555460966,2859.72
1920,477266900,1701537517,1701602915,334,43,108691,B,A,122.00991809253446 29.771098138093954,17789
1921,636018572,1700357337,1700411510,366,48,141334,B,A,122.0464197431265 29.8909733510863,29256
1922,477250700,1700527102,1700619608,143,23,12599,B,A,122.03102823282664 29.89508922632821,2500
1923,416072000,1698035291,1698128569,149,24,19999,C,B,121.89906923112821 29.93256276320894,7999.24
1924,565960000,1693300187,1693377300,225,36,54481,A,C,121.97377818306916 29.945100713933336,8000
1925,374200000,1691914139,1692002059,179,27,35847,C,B,121.8960833011353 29.93290032975045,9533.55
1926,636018926,1705037332,1705118627,230,32,50591,A,C,121.97377818306916 29.945100713933336,8000
1927,538006543,1691221562,1691366597,184,27,37596,C,B,121.75439821138373 29.979150371202415,23999.08
1928,368305000,1678081345,1678112488,217,32,38261,B,A,121.83825180579714 29.945235140108068,221.5
1929,477813700,1700748789,1700782163,143,23,12737,B,A,122.02459458045499 29.78192432924778,734
1930,440184000,1704084184,1704252649,116,20,11245,C,B,121.89581318351006 29.93222177093501,9520.48
1931,374302000,1675193532,1675216409,137,25,12419,B,A,121.92547188203457 29.936120717921202,152.7
1932,636020164,1686563169,1686636366,300,50,209529,E,D,122.07685838333425 29.893054494052702,95116
1933,235098383,1699403298,1699477820,335,46,103891,B,A,122.00749578533595 29.76871274276176,25199
1934,357210000,1684215635,1684290921,400,58,189766,B,A,121.92547188203457 29.936120717921202,47900
1935,563049100,1685593532,1685646709,172,27,21980,B,A,121.86442501839048 29.938071272210003,2120
1936,352001265,1701837358,1701998374,225,36,53151,A,C,121.97377818306916 29.945100713933336,19606.9
1937,357149000,1699442258,1699514699,99,17,4744,A,B,121.89868694105951 29.931472410600644,2338.81
1938,229409000,1684022257,1684192732,295,46,179549,E,D,121.88299170323923 29.936601974988143,154657
1939,356292000,1701755886,1701848214,100,18,5163,A,B,121.89868694105951 29.931472410600644,2350.62
1940,256142000,1706449176,1706497462,170,28,23367,B,A,121.92909140408368 29.938775522735195,4159
1941,636016370,1703292174,1703306398,333,60,320926,D,C,121.99610422984635 29.92340472293356,134650.88
1942,477896000,1687684785,1687763964,180,32,44419,C,B,121.74391419091693 29.98181953364116,10001.47
1943,441967000,1682316759,1682398336,92,15,3456,C,B,121.8960833011353 29.93290032975045,3000.45
1944,220497000,1698371856,1698529976,398,56,174239,B,A,122.0464197431265 29.8909733510863,5115
1945,477712900,1685608405,1685752818,330,60,296326,D,C,121.99610422984635 29.92340472293356,91533.86
1946,477624300,1683526701,1683697021,183,32,46475,C,B,121.75109782011569 29.9804931127261,29556.91
1947,413689000,1688087917,1688262206,185,32,45849,D,B,121.75439821138373 29.979150371202415,37695.26
1948,563034900,1692402146,1692528614,353,54,178257,B,A,122.03704830124349 29.893930377836373,20131.5
1949,563161400,1703333988,1703389451,201,30,33940,B,A,121.83825180579714 29.945235140108068,1484
1950,441907000,1705711641,1705791738,90,15,3692,C,B,121.75102788409284 29.976417555460966,2490.21
1951,441587000,1700961338,1701138321,112,18,7986,C,B,121.89581318351006 29.93222177093501,6211.33
1952,229331000,1681263089,1681344176,334,43,103390,B,A,122.04040625503215 29.89264034445189,7340
1953,477017500,1679727261,1679808027,183,32,46471,C,B,121.75109782011569 29.9804931127261,18824.07
1954,256062000,1697760027,1697840432,300,48,116422,B,A,122.01772291936598 29.776682898612826,3324
1955,563163400,1687279943,1687430868,334,48,127076,B,A,121.86014084053872 29.939446239013918,161
1956,538003407,1686812511,1686866237,261,33,50596,B,A,122.03102823282664 29.89508922632821,275
1957,477269400,1695127076,1695223769,366,48,146591,B,A,122.01299469099648 29.772993330553064,24797
1958,374380000,1683967230,1684104311,99,17,4769,A,B,121.89906923112821 29.93256276320894,2352
1959,249187000,1688606315,1688702786,132,19,10744,C,B,121.9561103968495 29.95190766488247,1999.99
1960,413472910,1677294691,1677385002,119,19,5562,A,B,121.89868694105951 29.931472410600644,5005
1961,636022605,1698199950,1698301096,399,61,272347,B,A,122.04040625503215 29.89264034445189,37222
1962,352966000,1674896622,1675047196,182,32,47363,C,B,121.75439821138373 29.979150371202415,19203.31
1963,219027877,1698643627,1698812643,183,32,46187,C,C,121.75439821138373 29.979150371202415,36696
1964,563167500,1704475026,1704517368,294,32,67698,B,A,121.83825180579714 29.945235140108068,10802
1965,440824000,1675155372,1675242004,88,14,3414,C,B,121.89581318351006 29.93222177093501,3078.13
1966,416072000,1679627837,1679796630,149,24,19999,C,B,121.89581318351006 29.93222177093501,15999.98
1967,440225000,1690260837,1690350665,117,21,11420,C,B,121.9529721578593 29.94995541645756,5762.36
1968,477887800,1705352833,1705496071,399,61,224827,B,A,122.01772291936598 29.776682898612826,11269.2
1969,441799000,1695094737,1695184463,108,18,6499,C,B,121.89581318351006 29.93222177093501,5713
1970,413472910,1675325313,1675390695,119,19,5562,A,B,121.89906923112821 29.93256276320894,5005
1971,373285000,1683524724,1683679909,334,48,127076,B,A,122.02459458045499 29.78192432924778,21089.4
1972,563118500,1688365776,1688402673,143,23,12774,B,A,122.05636332082932 29.890401487700096,1394
1973,440213000,1688627153,1688715405,92,14,3613,C,B,121.75102788409284 29.976417555460966,3000
1974,477942700,1674899792,1674921200,145,22,12649,B,A,121.93228463787132 29.940084640162464,1217
1975,636017451,1705710302,1705891508,292,45,181070,E,D,121.8854311014227 29.935859473467904,83285
1976,440099000,1681279873,1681583207,293,45,179407,E,D,122.07685838333425 29.893054494052702,82710
1977,440024000,1685528017,1685604348,110,18,6819,C,B,121.89581318351006 29.93222177093501,4750.02
1978,477728200,1674965561,1675118653,330,60,297052,D,C,121.99610422984635 29.92340472293356,266208.2
1979,374176000,1685852334,1686018446,183,32,46308,C,B,121.75109782011569 29.9804931127261,40569.71
1980,477159500,1705542434,1705713018,333,60,310970,D,C,121.8177632951752 29.95400256789684,121062.58
1981,636020221,1691252178,1691310201,196,32,37200,B,A,121.83557254458088 29.946175822681994,222
1982,355738000,1675017652,1675057227,243,31,42954,B,A,122.06000013409714 29.890552673105862,4256
1983,431296000,1701525037,1701559326,316,46,90394,B,A,121.83825180579714 29.945235140108068,961
1984,636019507,1676192303,1676277231,250,37,59918,B,A,121.86982971079169 29.93642695035784,1000
1985,240446000,1695276482,1696727554,289,45,174240,E,D,122.07685838333425 29.893054494052702,98053
1986,477067300,1692774808,1692900141,292,45,180958,E,D,121.88299170323923 29.936601974988143,91603
1987,563039700,1686224524,1686357152,353,54,178257,B,A,122.03704830124349 29.893930377836373,16187.9
1988,563491000,1686308124,1686372220,255,37,65128,B,A,121.86982971079169 29.93642695035784,2560
1989,636017802,1705016647,1705130458,228,31,46935,B,A,122.03102823282664 29.89508922632821,3184.6
1990,636022196,1674098917,1674127717,143,23,13714,B,A,121.83825180579714 29.945235140108068,1027
1991,636020868,1685206464,1685326716,279,40,67164,B,A,122.03704830124349 29.893930377836373,3168
1992,305523000,1701882882,1701938696,172,29,24490,B,A,121.86982971079169 29.93642695035784,2278.5
1993,355776000,1673179374,1673224280,175,27,23722,B,A,122.06350371165705 29.891022988210633,30.2
1994,477242700,1686479097,1686607501,330,60,298195,D,C,121.8177632951752 29.95400256789684,122464.73
1995,228342900,1687266885,1687340171,348,43,113964,B,A,122.00991809253446 29.771098138093954,3423
1996,477811400,1689987379,1690028012,192,38,26170,F,A,121.93228463787132 29.940084640162464,23
1997,305545000,1697871437,1697920445,172,28,24774,B,A,122.00491060230848 29.76673611935694,122
1998,371603000,1706239432,1706328322,100,18,5202,A,B,121.89906923112821 29.93256276320894,2302.62
1999,477884200,1674453157,1674570171,170,28,23483,B,A,122.00190326744374 29.764757824193353,2031
2000,413526060,1698371990,1698467764,146,23,13307,D,C,122.11536286626986 29.9081121196694,10392.41
2001,477960900,1685608766,1685775461,289,45,174332,E,D,121.88299170323923 29.936601974988143,75515
2002,441799000,1692411588,1692502655,108,18,6499,C,B,121.9561103968495 29.95190766488247,5800.42
2003,477476800,1676084901,1676197692,400,60,184320,B,A,122.02107120092448 29.778912029292396,4248
2004,477811600,1680572622,1680658935,129,22,13692,C,B,121.74391419091693 29.98181953364116,10480.85
2005,311000345,1684646497,1684797697,225,36,54501,A,C,121.97377818306916 29.945100713933336,24194.43
2006,538009697,1677130014,1677256079,292,45,175428,E,D,121.88299170323923 29.936601974988143,79213
2007,563036200,1687659505,1687763053,180,28,37296,C,B,121.9529721578593 29.94995541645756,4610
2008,477638200,1684198995,1684237536,254,43,115483,E,D,121.88299170323923 29.936601974988143,32900
2009,636018811,1700295488,1700445326,333,60,298998,D,C,121.99610422984635 29.92340472293356,132791.53
2010,538009693,1699275250,1699313956,147,24,13075,B,A,121.92547188203457 29.936120717921202,2002.6
2011,229587000,1688532083,1688593375,229,32,82036,E,D,121.88299170323923 29.936601974988143,19820
2012,373457000,1698453476,1698532688,302,43,79423,B,A,121.86014084053872 29.939446239013918,4763
2013,416020000,1678516885,1678604063,168,27,18618,B,A,122.00491060230848 29.76673611935694,812
2014,538009275,1704508174,1704555710,143,23,13684,B,A,122.03704830124349 29.893930377836373,478.4
2015,538009208,1700101572,1700188036,146,23,13709,B,A,122.03102823282664 29.89508922632821,524.2
2016,477027100,1681849416,1681898192,172,28,21355,B,A,121.92909140408368 29.938775522735195,1768
2017,374629000,1691802156,1691839803,145,22,12582,B,A,121.83825180579714 29.945235140108068,2226
2018,352175000,1674091225,1674171631,95,16,4034,A,B,121.8960833011353 29.93290032975045,3002.85
2019,636020600,1686122856,1686380970,400,61,255288,B,A,122.0464197431265 29.8909733510863,41098
2020,636019100,1693902138,1693981091,183,32,49999,C,C,121.75439821138373 29.979150371202415,10919
2021,412474590,1676684691,1676773530,110,18,4378,A,B,121.8960833011353 29.93290032975045,3950
2022,218845000,1689765167,1689816848,350,42,138882,B,A,122.02107120092448 29.778912029292396,1139
2023,441428000,1689119898,1689199026,89,15,3934,C,B,121.75102788409284 29.976417555460966,2496.87
2024,440564000,1689057212,1689153034,97,17,3983,A,B,121.89868694105951 29.931472410600644,1558
2025,372072000,1686554384,1686642105,96,15,3200,A,B,121.89868694105951 29.931472410600644,1560.89
2026,563049100,1705715048,1705792111,172,27,21980,B,A,121.86670274091357 29.937366869184032,2133
2027,241440000,1685922727,1686099903,336,60,319398,D,C,121.99610422984635 29.92340472293356,135819.5
2028,477768100,1686943168,1687073078,336,45,111571,B,A,122.02107120092448 29.778912029292396,4280
2029,477217800,1676617724,1676774878,187,32,45854,D,C,121.80463577215305 29.962969225989433,39933.5
